beer/name, beer/beerId, beer/brewerId, beer/ABV, beer/style, review/appearance, review/aroma, review/palate, review/taste, review/overall, review/profileName
Vas Deferens Ale,58920,1075,8.10,Belgian Strong Dark Ale,4,3,3.5,3.5,3.5,Halcyondays
Cauldron Espresso Stout,21241,1075,,American Stout,3,3,4,3,3,RedDiamond
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,3.5,4,4,4,4,suncrust
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4,4,3.5,4,4,dc55110
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,3,3.5,4,4.5,4,snaotheus
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4,4,4.5,4,4,oberon
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,2.5,4,4.5,4,4,russpowell
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4.5,4,4,4,4,julian
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4,4,5,4.5,4.5,Halcyondays
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4.5,4,4,4.5,4.5,UCLABrewN84
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,3.5,3,4,4,3.5,Beerandraiderfan
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4.5,4,4,4.5,4,tdm168
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4,4,4,4.5,4.5,Derek
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4,4,4.5,4.5,4.5,jeff1973
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4.5,4.5,4.5,5,5,Tilley4
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,5,5,5,4.5,5,Cyberkedi
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4,4,4.5,4.5,4,onix1agr
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4.5,4,4.5,4.5,4.5,oglmcdgl
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,3.5,3,3,4,4,youradhere
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4,4,3.5,4,4,Knapp85
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4.5,4.5,4,5,4.5,kitty66
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4,4,4.5,4.5,4.5,lowendfrequency
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,3.5,4,4,4,3,harrymel
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4,4,4,3.5,3.5,Vdubb86
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4,3.5,4,4,3.5,TMoney2591
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4.5,3.5,4,3.5,4,vkv822
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4,4,4,4.5,4,barleywinefiend
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4,4,4.5,4.5,4.5,ccrida
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4,4,4.5,4.5,4.5,msubulldog25
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4.5,4.5,5,5,5,bitterthebetter
Old Growth Imperial Stout,20818,1075,8.80,Russian Imperial Stout,4.5,4,4,4,4,RedDiamond
Dry Hop Red,10786,1075,5.70,American Amber / Red Ale,3.5,3.5,3.5,3.5,3.5,Beerandraiderfan
Dry Hop Red,10786,1075,5.70,American Amber / Red Ale,4,4,4,4,4,mcallister
Dry Hop Red,10786,1075,5.70,American Amber / Red Ale,4,4.5,4,4.5,4.5,ccrida
Dry Hop Red,10786,1075,5.70,American Amber / Red Ale,4,4,4,4,4,flexabull
Dry Hop Red,10786,1075,5.70,American Amber / Red Ale,3,4,3.5,4,4,Crotor
Dry Hop Red,10786,1075,5.70,American Amber / Red Ale,4,4,4.5,4.5,4,unklesyd
Dry Hop Red,10786,1075,5.70,American Amber / Red Ale,4.5,4.5,4,4.5,4.5,Valevapor
Dry Hop Red,10786,1075,5.70,American Amber / Red Ale,3.5,4,3,4,3,GreenWBush
Dry Hop Red,10786,1075,5.70,American Amber / Red Ale,3.5,4.5,4,4,4.5,RedDiamond
Dry Hop Red,10786,1075,5.70,American Amber / Red Ale,4.5,4.5,4,4,4,freed
Southside Strong,10794,1075,7.00,American Strong Ale,4,4,4,4,4,inthebeeraisle
Caldera Märzen,54330,1075,6.30,Märzen / Oktoberfest,4,4,4,4,4.5,ElGordo
Lawnmower Lager,20817,1075,3.90,American Adjunct Lager,4,3,2,3,3,isualum12
Lawnmower Lager,20817,1075,3.90,American Adjunct Lager,4,4,4,4,4,BeerAdvocate
Lawnmower Lager,20817,1075,3.90,American Adjunct Lager,3.5,3,3.5,3.5,4.5,JohnGalt1
Lawnmower Lager,20817,1075,3.90,American Adjunct Lager,3.5,3.5,3.5,3.5,4,merlin48
Lawnmower Lager,20817,1075,3.90,American Adjunct Lager,3.5,3.5,3,3,3,philbe311
Lawnmower Lager,20817,1075,3.90,American Adjunct Lager,3,3,2.5,3,3.5,SpdKilz
Lawnmower Lager,20817,1075,3.90,American Adjunct Lager,3,3,3,3,3,DeanMoriarty
Lawnmower Lager,20817,1075,3.90,American Adjunct Lager,3.5,3.5,3,3.5,4.5,zoso1967
Lawnmower Lager,20817,1075,3.90,American Adjunct Lager,3,2.5,4,3,3.5,Halcyondays
Lawnmower Lager,20817,1075,3.90,American Adjunct Lager,4,4,4,4.5,5,Wetpaperbag
Lawnmower Lager,20817,1075,3.90,American Adjunct Lager,2,2.5,2.5,2.5,2,IronLover
Lawnmower Lager,20817,1075,3.90,American Adjunct Lager,2,3,2.5,3,4,Reidrover
Lawnmower Lager,20817,1075,3.90,American Adjunct Lager,4,3.5,3,4,4.5,Spikester
Lawnmower Lager,20817,1075,3.90,American Adjunct Lager,1,1.5,1,1,1,kevinmkirk
Caldera Rose Petal (Kettle Series),61427,1075,6.70,American Blonde Ale,3,3.5,2,3,3,notchucknorris
Caldera Rose Petal (Kettle Series),61427,1075,6.70,American Blonde Ale,4,4,3.5,4.5,4,brianairb85
Caldera Rose Petal (Kettle Series),61427,1075,6.70,American Blonde Ale,3,2,2,1.5,1.5,jmarsh123
Caldera Rose Petal (Kettle Series),61427,1075,6.70,American Blonde Ale,3.5,3.5,3,3.5,3,BDTyre
Caldera Rose Petal (Kettle Series),61427,1075,6.70,American Blonde Ale,3,1.5,2,1.5,1.5,TheGordianKnot
Caldera Rose Petal (Kettle Series),61427,1075,6.70,American Blonde Ale,4.5,3,3,3.5,4,hippityhops85
Caldera Rose Petal (Kettle Series),61427,1075,6.70,American Blonde Ale,3.5,3.5,3.5,3.5,3.5,JohnGalt1
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,3.5,4,Rutager
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,CHILLINDYLAN
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4.5,beerman207
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,Mora2000
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,3.5,3.5,3.5,grover37
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4.5,4.5,alabamatie
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,4.5,bagpiper2005
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,4.5,4,LukeD23
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,JayQue
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,4,3.5,4,PhageLab
Caldera IPA,10784,1075,6.10,American IPA,5,4,4,4,5,lnashsig
Caldera IPA,10784,1075,6.10,American IPA,5,4.5,4,5,4,mindlucent2007
Caldera IPA,10784,1075,6.10,American IPA,4.5,3.5,4,4,4,AlCaponeJunior
Caldera IPA,10784,1075,6.10,American IPA,4,3,3,3,4,corby112
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,3.5,3.5,4,BEERchitect
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4.5,4,Jayli
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,3.5,3.5,LilBeerDoctor
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,clayrock81
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,4,4,lstokes
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,4,4.5,4.5,kylejohnson03
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,3.5,4,csiewert
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,beerphan
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,4.5,climax
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4.5,4.5,JoEBoBpr
Caldera IPA,10784,1075,6.10,American IPA,4,2.5,3,3,3,OWSLEY069
Caldera IPA,10784,1075,6.10,American IPA,5,4,4,4,4,AEK
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4.5,4.5,4.5,TheManiacalOne
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,4,4.5,awalk1227
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,3.5,4,BuckyFresh
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,4,SamuelJackson45
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4,4,djbreezy
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4.5,4.5,5,wcudwight
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,4,4,JoeyBeerBelly
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,5,DeanMoriarty
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,3.5,4,xnicknj
Caldera IPA,10784,1075,6.10,American IPA,3.5,3.5,3.5,3.5,3.5,northyorksammy
Caldera IPA,10784,1075,6.10,American IPA,3.5,3.5,4,4,2.5,Bfarr
Caldera IPA,10784,1075,6.10,American IPA,3.5,2.5,3.5,4.5,3.5,crossovert
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,emmasdad
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,3.5,3.5,DoubleJ
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4.5,4.5,Beerenauslese
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,4,chumba526
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4.5,4,merlin48
Caldera IPA,10784,1075,6.10,American IPA,3.5,3,4,3.5,3.5,htomsirveaux
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,3,4.5,4,cvaypai
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,3.5,4,4,elgiacomo
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,4,4.5,4.5,cbak999
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,pigdog
Caldera IPA,10784,1075,6.10,American IPA,3.5,3.5,4,4,4.5,irishgurl4
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,3.5,4,barleywinefiend
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,4,4,charmcityboh
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,seedsofchaos
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,4,4,Ryan011235
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,4,5,samie85
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,3.5,4,4.5,StaveHooks
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,Brent
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,thecarster1
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,4,5,4.5,GarrettMD
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,3.5,4,leedorham
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,3.5,4,hawks10
Caldera IPA,10784,1075,6.10,American IPA,5,4,4.5,4,4,Bubba83
Caldera IPA,10784,1075,6.10,American IPA,4.5,3.5,3.5,4,4,JTahoe
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4.5,5,5,JohnQVegas
Caldera IPA,10784,1075,6.10,American IPA,4,3,3,2.5,3,philbertk
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,4.5,4,sliverX
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,bump8628
Caldera IPA,10784,1075,6.10,American IPA,4.5,5,4,4,4.5,bridgetowhophead
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4.5,4.5,TheHungryHiker
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,4.5,4.5,nc41
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,4,4.5,4.5,btorsdog
Caldera IPA,10784,1075,6.10,American IPA,5,3.5,4,4.5,4.5,BrewsB4Shrews
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,3.5,Beerandraiderfan
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,4,4,jzeilinger
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,3.5,3.5,BlackHaddock
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,4,4,gatornation
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,BeerAdvocate
Caldera IPA,10784,1075,6.10,American IPA,3,3,3,3,3,beertunes
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,squaremile
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,4,4,mikereaser
Caldera IPA,10784,1075,6.10,American IPA,3,3.5,4,3.5,4,thagr81us
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4.5,4.5,4.5,brauseboof
Caldera IPA,10784,1075,6.10,American IPA,3.5,4.5,4.5,4.5,4.5,trevorjn06
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,4.5,4.5,4,therica
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,3.5,4.5,zoso1967
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,4,4.5,4,WYVYRN527
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,3.5,3.5,barleywinefiend
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,3.5,4,4,kiddynamite920
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,4,5,4.5,olmatty
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,4.5,4,4,scottyshades
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,4,4,4.5,BigMike
Caldera IPA,10784,1075,6.10,American IPA,4.5,5,3.5,4.5,5,Freethyhops
Caldera IPA,10784,1075,6.10,American IPA,4.5,5,4.5,4.5,5,wolfinthemirror
Caldera IPA,10784,1075,6.10,American IPA,3.5,2.5,4,4,3.5,ktrillionaire
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4.5,oregonskibum
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4.5,thain709
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,4,3.5,kkipple
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,4,gatorbreath
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,4,4,branimal9
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,4,Akfan
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,5,5,4.5,cdizinno
Caldera IPA,10784,1075,6.10,American IPA,5,4,4,4.5,4.5,MacQ32
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,3.5,4.5,4,beerdedking
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,3.5,3.5,Finatic
Caldera IPA,10784,1075,6.10,American IPA,5,5,5,5,5,vicsju1991
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4,4,dbossman
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,3.5,3.5,HOPPYKC
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,4,4,TheFightfan1
Caldera IPA,10784,1075,6.10,American IPA,3,3.5,4,4,4.5,drewba
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,4,coldriver
Caldera IPA,10784,1075,6.10,American IPA,4,5,4,4.5,5,IPAguy2009
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4.5,4,4.5,Tilley4
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4.5,4.5,AlexJ
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4.5,4,4.5,avalon07
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,3.5,4,jpro
Caldera IPA,10784,1075,6.10,American IPA,4.5,3,3.5,4,4,mdcrouser
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,4.5,kylehayworth
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,Kadonny
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,4,4,RomaniIteDomum
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,indiapaleale
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4,4,armock
Caldera IPA,10784,1075,6.10,American IPA,3.5,4.5,4,4.5,4.5,Cresant
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4.5,4,biggred1
Caldera IPA,10784,1075,6.10,American IPA,4,4,2,2,1,ShadesOfGray
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,3.5,jlindros
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4.5,4,4.5,Casey10
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,4.5,WesWes
Caldera IPA,10784,1075,6.10,American IPA,3.5,3.5,3.5,3.5,4,PeteVenkman
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,callmemickey
Caldera IPA,10784,1075,6.10,American IPA,5,4,4,4.5,4,hoppyhobby
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4.5,4,4,Philabeerphia
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,3.5,4,ClockworkOrange
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4,4,iasanlee
Caldera IPA,10784,1075,6.10,American IPA,3.5,3.5,4,4,4,MURF0320
Caldera IPA,10784,1075,6.10,American IPA,4.5,2.5,3.5,3,3,organicbrewer
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,onix1agr
Caldera IPA,10784,1075,6.10,American IPA,4,3,4,3.5,4,SpeedwayJim
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,4,4,Lunch
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,bamadog
Caldera IPA,10784,1075,6.10,American IPA,4.5,3.5,4,4,4.5,augustgarage
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,4,4,4.5,jwc215
Caldera IPA,10784,1075,6.10,American IPA,5,4,4,4.5,4.5,dedrinker
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,5,Gyle41386
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4.5,4,4,ShogoKawada
Caldera IPA,10784,1075,6.10,American IPA,3.5,3.5,4,3.5,4,alleykatking
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4.5,3.5,4,berebrando
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,3.5,3.5,Overlord
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4,4.5,RedBrewer83
Caldera IPA,10784,1075,6.10,American IPA,4.5,5,3.5,4.5,4.5,womencantsail
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,4,4,4,slayer3604
Caldera IPA,10784,1075,6.10,American IPA,4,5,4.5,4.5,4.5,jctribe25
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4.5,4,3.5,hooliganlife
Caldera IPA,10784,1075,6.10,American IPA,4,3,4.5,4.5,4.5,raverjames
Caldera IPA,10784,1075,6.10,American IPA,3.5,3.5,3.5,3.5,4,JohnGalt1
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,3.5,4,kels
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,3,3.5,callmescraps
Caldera IPA,10784,1075,6.10,American IPA,4,5,4,5,5,woodychandler
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,Primitivechef
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,3.5,4.5,BevMoAndrew
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,3,3.5,mugglesandhops
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,Finn
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4.5,4,drabmuh
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,4,3.5,Schmaltzy
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,nickd717
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4.5,glid02
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,4.5,4.5,RoyalT
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4,4,mikey711
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4.5,snaotheus
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,4,4.5,Deuane
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,5,5,5,Stimwizzle
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4,4.5,Slatetank
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,3.5,4,4,wmthorne
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,4.5,4,4.5,mbunje
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,3.5,3.5,3.5,WeisGuy
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,4.5,3.5,3.5,Genghis22
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,3.5,4,Halcyondays
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,4.5,hckyfn9999
Caldera IPA,10784,1075,6.10,American IPA,3,3.5,4,3.5,3.5,HalfFull
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,mdagnew
Caldera IPA,10784,1075,6.10,American IPA,4,3,3,3,2.5,vacax
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4.5,4,4.5,Imstillthegman
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,4.5,4,qchic
Caldera IPA,10784,1075,6.10,American IPA,3.5,3.5,3.5,3,3,mjl21
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,3.5,4,3.5,cerveza5150
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,5,5,beerswamie
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,4,4.5,Metalmonk
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,4,4.5,4.5,webbcreative
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4,Tdizzle
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,d0ggnate
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,3,3,2,velosuds
Caldera IPA,10784,1075,6.10,American IPA,3.5,4.5,4,3.5,3.5,argock
Caldera IPA,10784,1075,6.10,American IPA,3.5,3,3.5,3.5,4,Docer
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4.5,jackorain
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,3.5,3.5,BeerBelcher
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,4.5,4.5,czechsaaz
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,3.5,4,meatyard
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,4.5,PDXHops
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,4,4.5,tronester
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,Seanibus
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4.5,4,4,philbe311
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,3.5,4,3.5,macktbone
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,ckeegan04
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4.5,mikesgroove
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,washburnkid
Caldera IPA,10784,1075,6.10,American IPA,4,3,3,3.5,2,Arbitrator
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,3.5,4,tempest
Caldera IPA,10784,1075,6.10,American IPA,4.5,5,4.5,5,5,jfitzy78
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,4,4,skrib09
Caldera IPA,10784,1075,6.10,American IPA,4.5,4.5,4.5,4.5,4,mcsquint
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,Goliath
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4.5,4,3.5,erikm25
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,4,4,4,Rhettroactive
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,2.5,3,3.5,HosP
Caldera IPA,10784,1075,6.10,American IPA,3.5,3.5,3.5,3.5,3.5,TheGordianKnot
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,4,4,comfortablynumb1
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,4,tdm168
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,4,3.5,3,Teleweizen2
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,3.5,4,ColForbinBC
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,4,4,4,bosox941827
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,4,4,doopydoogle
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4.5,4,wedge
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,3,3.5,3,Risser09
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,4,4.5,errantnight
Caldera IPA,10784,1075,6.10,American IPA,5,3.5,3.5,4,4,wnh
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,3.5,4.5,3.5,stephens101
Caldera IPA,10784,1075,6.10,American IPA,3.5,3.5,4,4.5,4,akorsak
Caldera IPA,10784,1075,6.10,American IPA,4,5,4,3,3,madtappers
Caldera IPA,10784,1075,6.10,American IPA,4,4,4.5,4.5,4,dukew456
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,4,4,4,sholland119
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,4,beer2day
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,zeff80
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4,HairOfTh3Dog
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,dirtylou
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4,4.5,naterock
Caldera IPA,10784,1075,6.10,American IPA,4.5,4,4,4.5,4.5,SpecialK088
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,jdense
Caldera IPA,10784,1075,6.10,American IPA,5,5,4.5,5,4.5,dakid618
Caldera IPA,10784,1075,6.10,American IPA,4,3.5,3.5,4,3.5,Kraken
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4.5,4,Tone
Caldera IPA,10784,1075,6.10,American IPA,4,4.5,3.5,4,4.5,Monkeyknife
Caldera IPA,10784,1075,6.10,American IPA,4.5,3.5,4,4,4.5,HopDerek
Caldera IPA,10784,1075,6.10,American IPA,4,4,3.5,4,3.5,dyan
Caldera IPA,10784,1075,6.10,American IPA,3.5,4,4,4,3.5,gabeerfan
Caldera IPA,10784,1075,6.10,American IPA,4,4,4,4,4.5,pinotboy007
